# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	0	0	0	62	10	0	0	0	33	0	0	0	0	19	0	0	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	1	59	18	0	0	0	0	0	0	0	0	1	18	0	0	1	1	0	0	0	0	59	0
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	0	1	0	85	15	0	0	0	47	0	0	0	0	24	0	0	1	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	1	0	0	69	0	0	0	0	39	0	0	1	0	14	0	1	0	0	0	0	0	0	16
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	1	0	0	69	0	0	0	0	39	0	0	1	0	14	0	1	0	0	0	0	0	0	16
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	0	26	6	31	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	26	24
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	0	14	5	59	0	0	0	0	52	0	0	7	5	0	0	0	1	0	0	0	0	14	0
NDUFA6	ENSG00000184983	ENST00000470753	protein_coding	3	14	2	16	0	0	2	0	8	0	1	1	2	0	0	1	0	2	0	0	0	13	6
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	1	18	8	8	0	0	0	0	8	0	0	1	8	0	0	1	0	0	0	0	0	18	0
NDUFA6	ENSG00000184983	ENST00000602404	protein_coding	1	18	8	8	0	0	0	0	8	0	0	1	8	0	0	1	0	0	0	0	0	18	0
NDUFA6	ENSG00000184983	ENST00000617763	protein_coding	1	18	8	8	0	0	0	0	8	0	0	1	8	0	0	1	0	0	0	0	0	18	0
NDUFA6-AS1	ENSG00000237037	ENST00000417327	antisense	0	0	0	97	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	27
NDUFA6-AS1	ENSG00000237037	ENST00000434834	antisense	0	0	0	85	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	15
NDUFA6-AS1	ENSG00000237037	ENST00000439129	antisense	0	0	0	97	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	27
NDUFA6-AS1	ENSG00000237037	ENST00000536447	antisense	0	0	0	97	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	27
NDUFA6-AS1	ENSG00000237037	ENST00000547929	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-AS1	ENSG00000237037	ENST00000595777	antisense	0	0	0	93	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	23
NDUFA6-AS1	ENSG00000237037	ENST00000600968	antisense	0	0	0	85	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	15
NDUFA6-AS1	ENSG00000237037	ENST00000608643	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-AS1	ENSG00000237037	ENST00000608974	antisense	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
NDUFA6-AS1	ENSG00000237037	ENST00000609499	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-AS1	ENSG00000237037	ENST00000609833	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-AS1	ENSG00000237037	ENST00000610250	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA6-AS1	ENSG00000237037	ENST00000617396	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFA9P1	ENSG00000237406	ENST00000436210	processed_pseudogene	0	0	0	41	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
NEFH	ENSG00000100285	ENST00000310624	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	0	31	5	5	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	31	0
NIPSNAP1	ENSG00000184117	ENST00000415100	protein_coding	0	20	5	16	0	0	0	0	11	0	0	5	5	0	0	0	0	0	0	0	0	20	0
NIPSNAP1	ENSG00000184117	ENST00000437094	protein_coding	0	14	5	26	0	4	10	0	11	0	0	5	5	0	0	0	0	0	0	0	0	10	0
NIPSNAP1	ENSG00000184117	ENST00000455496	nonsense_mediated_decay	0	0	0	45	4	0	0	0	25	0	0	5	0	11	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000496944	retained_intron	0	0	0	12	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NPTXR	ENSG00000221890	ENST00000333039	protein_coding	0	7	1	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
OLA1P1	ENSG00000213790	ENST00000396387	processed_pseudogene	0	0	0	68	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	1
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000401443	protein_coding	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000413302	protein_coding	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000422210	nonsense_mediated_decay	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000432930	nonsense_mediated_decay	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000442475	nonsense_mediated_decay	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000487342	retained_intron	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000591411	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
P2RX6P	ENSG00000206145	ENST00000439119	processed_transcript	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1P9	ENSG00000229658	ENST00000426076	unprocessed_pseudogene	0	1	0	29	0	0	0	0	11	0	0	0	0	19	0	0	1	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	3	3	5	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	3	0
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	3	3	4	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	0
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	3	3	4	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	0
PACSIN2	ENSG00000100266	ENST00000403744	protein_coding	0	3	3	4	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	0
PACSIN2	ENSG00000100266	ENST00000407585	protein_coding	0	3	3	4	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	3	0
PACSIN2	ENSG00000100266	ENST00000418133	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000422336	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000445706	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000453079	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000453643	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000634914	protein_coding	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
PARVB	ENSG00000188677	ENST00000338758	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000402876	processed_transcript	0	0	0	5	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000404989	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000406477	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000444029	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
PARVB	ENSG00000188677	ENST00000477795	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PARVB	ENSG00000188677	ENST00000484345	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PARVB	ENSG00000188677	ENST00000619710	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000331163	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDGFB	ENSG00000100311	ENST00000455790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PES1	ENSG00000100029	ENST00000335214	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000354694	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000402281	protein_coding	0	10	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000402284	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000405677	protein_coding	0	10	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000406208	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000441668	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
PES1	ENSG00000100029	ENST00000467368	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000488719	retained_intron	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000492986	processed_transcript	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000329627	protein_coding	0	0	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000399744	protein_coding	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000428061	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000474897	nonsense_mediated_decay	0	0	0	225	90	0	0	0	0	0	0	36	0	99	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000610387	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000313237	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000396103	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000403565	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000414269	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000420689	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000460507	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000474327	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000490679	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000629843	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PHF5A	ENSG00000100410	ENST00000216252	protein_coding	0	4	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	6
PHF5A	ENSG00000100410	ENST00000459687	retained_intron	0	0	0	11	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	6
PHF5A	ENSG00000100410	ENST00000491254	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	6
PI4KA	ENSG00000241973	ENST00000255882	protein_coding	4	243	16	3	1	0	0	0	0	0	0	7	16	0	1	3	3	0	0	0	0	242	0
PI4KA	ENSG00000241973	ENST00000399213	protein_coding	1	36	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	36	0
PI4KA	ENSG00000241973	ENST00000449120	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000462210	retained_intron	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000466162	processed_transcript	1	0	0	70	0	0	0	0	25	0	0	1	0	32	0	1	0	0	0	0	0	0	13
PI4KA	ENSG00000241973	ENST00000466394	retained_intron	0	1	0	38	0	0	0	0	9	0	0	0	0	15	0	0	1	0	0	0	0	0	15
PI4KA	ENSG00000241973	ENST00000466772	retained_intron	2	3	0	89	0	0	0	0	0	0	0	4	0	53	1	1	3	0	0	0	0	0	37
PI4KA	ENSG00000241973	ENST00000475414	retained_intron	0	0	0	51	0	0	0	0	16	0	0	0	0	19	0	0	0	0	0	0	0	0	16
PI4KA	ENSG00000241973	ENST00000477245	retained_intron	2	2	0	90	0	0	0	0	0	0	0	2	0	92	1	1	2	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000477368	processed_transcript	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000482030	retained_intron	0	0	0	24	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	15
PI4KA	ENSG00000241973	ENST00000484220	retained_intron	0	0	0	59	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	0	0	25
PI4KA	ENSG00000241973	ENST00000485123	retained_intron	0	0	0	55	0	0	0	0	21	0	0	0	0	22	0	0	0	0	0	0	0	0	12
PI4KA	ENSG00000241973	ENST00000485950	retained_intron	0	1	0	66	0	0	0	0	13	0	0	1	0	15	0	0	1	0	0	0	0	0	38
PI4KA	ENSG00000241973	ENST00000485963	retained_intron	1	1	0	78	0	0	0	0	13	0	0	4	0	63	0	1	1	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000489966	retained_intron	0	1	0	67	0	0	0	0	13	0	0	0	0	13	0	0	1	0	0	0	0	0	42
PI4KA	ENSG00000241973	ENST00000492581	retained_intron	1	1	0	43	0	0	0	0	0	0	0	1	0	38	1	0	1	0	0	0	0	0	6
PI4KA	ENSG00000241973	ENST00000494113	retained_intron	0	0	0	46	0	0	0	0	12	0	0	0	0	16	0	0	0	0	0	0	0	0	18
PI4KAP1	ENSG00000274602	ENST00000610959	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PI4KAP1	ENSG00000274602	ENST00000611748	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000274602	ENST00000612500	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000274602	ENST00000612579	transcribed_unprocessed_pseudogene	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000274602	ENST00000616531	processed_transcript	0	0	0	15	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000274602	ENST00000617243	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
PI4KAP1	ENSG00000274602	ENST00000618794	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000274602	ENST00000619742	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PI4KAP2	ENSG00000183506	ENST00000360806	transcribed_unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000450651	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000462560	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000463608	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000467443	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000479693	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000480319	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000486209	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000494740	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PIK3IP1	ENSG00000100100	ENST00000215912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1	ENSG00000100100	ENST00000402249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1	ENSG00000100100	ENST00000441972	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1	ENSG00000100100	ENST00000443175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1	ENSG00000100100	ENST00000480654	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1	ENSG00000100100	ENST00000493034	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3IP1-AS1	ENSG00000228839	ENST00000440456	antisense	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000266095	protein_coding	1	73	33	8	7	0	0	0	0	1	0	4	33	0	0	0	4	0	0	0	0	70	0
PISD	ENSG00000241878	ENST00000382151	protein_coding	1	73	33	8	7	0	0	0	0	1	0	4	33	0	0	0	4	0	0	0	0	70	0
PISD	ENSG00000241878	ENST00000397500	protein_coding	0	45	25	45	22	0	0	0	7	0	0	18	25	0	0	0	2	0	0	0	0	43	0
PISD	ENSG00000241878	ENST00000422020	protein_coding	0	39	22	54	0	0	0	0	53	0	0	2	22	0	0	0	1	0	0	0	0	38	0
PISD	ENSG00000241878	ENST00000429683	protein_coding	0	8	7	94	0	0	0	0	93	0	0	1	7	0	0	0	0	0	0	0	0	8	0
PISD	ENSG00000241878	ENST00000431201	protein_coding	0	8	7	94	0	0	0	0	93	0	0	1	7	0	0	0	0	0	0	0	0	8	0
PISD	ENSG00000241878	ENST00000435900	protein_coding	1	62	30	39	0	0	0	0	7	1	0	35	30	0	0	0	3	0	0	0	0	59	0
PISD	ENSG00000241878	ENST00000437808	nonsense_mediated_decay	0	4	0	232	104	0	0	0	0	0	0	21	0	111	0	0	4	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000439502	protein_coding	1	76	30	25	0	0	0	0	7	1	0	21	30	0	0	0	4	0	0	0	0	73	0
PISD	ENSG00000241878	ENST00000442379	protein_coding	0	8	7	100	0	0	0	0	100	0	0	0	7	0	0	0	0	0	0	0	0	8	0
PISD	ENSG00000241878	ENST00000460723	retained_intron	0	3	0	129	0	0	0	0	0	0	0	19	0	113	0	0	3	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000473770	retained_intron	0	4	0	111	0	0	0	0	2	0	0	4	0	109	0	0	4	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000474017	retained_intron	0	3	0	129	0	0	0	0	7	0	0	19	0	106	0	0	3	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000478893	processed_transcript	0	4	0	111	0	0	0	0	31	0	0	4	0	80	0	0	4	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000479851	processed_transcript	0	0	0	69	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000486675	processed_transcript	0	0	0	69	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000491342	processed_transcript	0	4	0	112	0	0	0	0	31	0	0	20	0	65	0	0	4	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000613748	miRNA	0	0	0	115	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	39
PITPNB	ENSG00000180957	ENST00000320996	protein_coding	0	54	6	25	24	0	0	0	0	0	0	4	6	0	0	0	4	0	0	0	0	51	0
PITPNB	ENSG00000180957	ENST00000335272	protein_coding	0	54	6	25	24	0	0	0	0	0	0	4	6	0	0	0	4	0	0	0	0	51	0
PITPNB	ENSG00000180957	ENST00000415296	protein_coding	0	26	4	33	0	2	16	0	16	0	0	3	4	0	0	0	3	0	0	0	0	22	0
PITPNB	ENSG00000180957	ENST00000436663	protein_coding	0	34	2	5	0	0	0	0	4	0	0	3	2	0	0	0	3	0	0	0	0	32	0
PITPNB	ENSG00000180957	ENST00000455418	protein_coding	0	54	6	25	24	0	0	0	0	0	0	4	6	0	0	0	4	0	0	0	0	51	0
PITPNB	ENSG00000180957	ENST00000460566	retained_intron	0	1	0	34	0	0	0	0	14	0	0	2	0	19	0	0	1	0	0	0	0	0	0
PITPNB	ENSG00000180957	ENST00000465179	retained_intron	0	2	0	18	0	0	0	0	0	0	0	1	0	13	0	0	2	0	0	0	0	0	6
PITPNB	ENSG00000180957	ENST00000471825	retained_intron	0	1	0	14	0	0	0	0	0	0	0	1	0	14	0	0	1	0	0	0	0	0	0
PITPNB	ENSG00000180957	ENST00000477861	retained_intron	0	3	0	67	0	0	0	0	24	0	0	2	0	43	0	0	3	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000493007	retained_intron	0	1	0	19	0	0	0	0	3	0	0	1	0	16	0	0	1	0	0	0	0	0	0
PITPNB	ENSG00000180957	ENST00000634017	protein_coding	0	54	6	25	0	0	0	0	24	0	0	4	6	0	0	0	4	0	0	0	0	51	0
PIWIL3	ENSG00000184571	ENST00000332271	protein_coding	0	0	0	81	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000527701	protein_coding	0	0	0	81	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000532537	processed_transcript	0	0	0	81	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000533313	protein_coding	0	0	0	81	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000616349	protein_coding	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
PLA2G6	ENSG00000184381	ENST00000332509	protein_coding	0	102	23	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	102	0
PLA2G6	ENSG00000184381	ENST00000335539	protein_coding	0	102	23	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	102	0
PLA2G6	ENSG00000184381	ENST00000402064	protein_coding	0	102	23	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	102	0
PLA2G6	ENSG00000184381	ENST00000417303	protein_coding	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000420435	processed_transcript	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000426674	processed_transcript	0	0	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000427114	protein_coding	0	15	25	13	0	0	0	0	4	0	0	0	25	0	0	0	0	0	0	0	0	15	9
